Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,selbal_HIV_16s_seed15,15,1,SELBAL,0.5736607142857143,11,1,24.454,60
Empirical,selbal_HIV_16s_seed15,15,1,CLR-LASSO,0.7165178571428571,5,5,0.5150000000000006,60
Empirical,selbal_HIV_16s_seed15,15,1,Coda-LASSO,0.7243303571428571,12,1,58.397999999999996,60
Empirical,selbal_HIV_16s_seed15,15,2,DCV-ridgeRegression,0.71875,23,121,329.69300000000004,60
Empirical,selbal_HIV_16s_seed15,15,2,DCV-ridgeEnsemble,0.7053571428571428,23,121,329.69300000000004,60
Empirical,selbal_HIV_16s_seed15,15,2,SELBAL,0.7271634615384616,3,1,13.925999999999988,59
Empirical,selbal_HIV_16s_seed15,15,2,CLR-LASSO,0.7836538461538461,6,6,0.42200000000002547,59
Empirical,selbal_HIV_16s_seed15,15,2,Coda-LASSO,0.7752403846153846,14,1,55.899,59
Empirical,selbal_HIV_16s_seed15,15,2,DCV-ridgeRegression,0.7560096153846154,44,415,344.32499999999993,59
Empirical,selbal_HIV_16s_seed15,15,2,DCV-ridgeEnsemble,0.7524038461538463,44,415,344.32499999999993,59
