Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,selbal_HIV_16s_seed9,9,1,SELBAL,0.6160714285714286,10,1,20.383000000000003,60
Empirical,selbal_HIV_16s_seed9,9,1,CLR-LASSO,0.7589285714285714,3,3,0.49099999999999966,60
Empirical,selbal_HIV_16s_seed9,9,1,Coda-LASSO,0.7042410714285714,10,1,48.339,60
Empirical,selbal_HIV_16s_seed9,9,2,DCV-ridgeRegression,0.7633928571428571,12,31,288.975,60
Empirical,selbal_HIV_16s_seed9,9,2,DCV-ridgeEnsemble,0.7589285714285714,12,31,288.975,60
Empirical,selbal_HIV_16s_seed9,9,2,SELBAL,0.6442307692307693,12,1,22.555000000000007,60
Empirical,selbal_HIV_16s_seed9,9,2,CLR-LASSO,0.6586538461538461,6,6,0.38800000000003365,60
Empirical,selbal_HIV_16s_seed9,9,2,Coda-LASSO,0.6754807692307693,16,1,53.25,60
Empirical,selbal_HIV_16s_seed9,9,2,DCV-ridgeRegression,0.670673076923077,12,33,288.90399999999994,60
Empirical,selbal_HIV_16s_seed9,9,2,DCV-ridgeEnsemble,0.6586538461538461,12,33,288.90399999999994,60
