Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,selbal_HIV_16s_seed10,10,1,SELBAL,0.5904017857142857,14,1,23.686,60
Empirical,selbal_HIV_16s_seed10,10,1,CLR-LASSO,0.6171875,9,9,0.4039999999999999,60
Empirical,selbal_HIV_16s_seed10,10,1,Coda-LASSO,0.6975446428571428,13,1,43.043000000000006,60
Empirical,selbal_HIV_16s_seed10,10,2,DCV-ridgeRegression,0.6875,12,29,288.36,60
Empirical,selbal_HIV_16s_seed10,10,2,DCV-ridgeEnsemble,0.6696428571428572,12,29,288.36,60
Empirical,selbal_HIV_16s_seed10,10,2,SELBAL,0.7079326923076923,6,1,14.852000000000032,60
Empirical,selbal_HIV_16s_seed10,10,2,CLR-LASSO,0.6189903846153846,6,6,0.3310000000000173,60
Empirical,selbal_HIV_16s_seed10,10,2,Coda-LASSO,0.6478365384615384,18,1,31.908000000000015,60
Empirical,selbal_HIV_16s_seed10,10,2,DCV-ridgeRegression,0.6225961538461539,12,34,286.9719999999999,60
Empirical,selbal_HIV_16s_seed10,10,2,DCV-ridgeEnsemble,0.5817307692307693,12,34,286.9719999999999,60
