Scenario,data_type,Dataset,Seed,Fold,number_parts,number_ratios,comp_time,base_dims,Approach,MCC,AUC,AUC.UC_CD,AUC.nonIBD_UC,AUC.nonIBD_CD
Empirical,proteomics,ihmp-multiomics_seed3_fold2,3,2,158,1452,NA,280,ridgeRegression,0.6443906637560678,0.5151234567901235,0.6499999999999999,0.9166666666666666,0.7703703703703704
Empirical,proteomics,ihmp-multiomics_seed3_fold2,3,2,158,1153,NA,280,ridgeEnsemble,0.5980324168114598,0.5188271604938272,0.6333333333333333,0.9166666666666666,0.7851851851851852
Empirical,proteomics,ihmp-multiomics_seed3_fold2,3,2,142,431,NA,280,rfRFE,0.5763492820120906,0.5354938271604938,0.5,0.8888888888888888,0.7777777777777778
Empirical,HILIC-neg,ihmp-multiomics_seed3_fold2,3,2,22,49,NA,114,ridgeRegression,0.5425700708741806,0.728395061728395,0.5833333333333333,0.75,0.6962962962962963
Empirical,HILIC-neg,ihmp-multiomics_seed3_fold2,3,2,22,38,NA,114,ridgeEnsemble,0.5215555942521772,0.7527777777777778,0.6333333333333333,0.8055555555555556,0.7703703703703704
Empirical,HILIC-neg,ihmp-multiomics_seed3_fold2,3,2,20,23,NA,114,rfRFE,0.5050514467501468,0.754320987654321,0.5833333333333333,0.8055555555555556,0.7703703703703704
Empirical,HILIC-pos,ihmp-multiomics_seed3_fold2,3,2,98,278,NA,175,ridgeRegression,0.4361509865892491,0.644753086419753,0.6,0.7777777777777778,0.6074074074074074
Empirical,HILIC-pos,ihmp-multiomics_seed3_fold2,3,2,97,223,NA,175,ridgeEnsemble,0.43130679771887415,0.632716049382716,0.7166666666666667,0.8888888888888888,0.48148148148148145
Empirical,HILIC-pos,ihmp-multiomics_seed3_fold2,3,2,66,103,NA,175,rfRFE,0.38519655304658135,0.6407407407407406,0.6166666666666667,0.8888888888888888,0.5333333333333333
Empirical,mgxFunctions,ihmp-multiomics_seed3_fold2,3,2,272,1184,NA,362,ridgeRegression,0.4089422641399362,0.5737654320987654,0.5833333333333333,0.6666666666666666,0.7037037037037037
Empirical,mgxFunctions,ihmp-multiomics_seed3_fold2,3,2,265,986,NA,362,ridgeEnsemble,0.49567796714676765,0.5984567901234568,0.5666666666666667,0.6666666666666666,0.7037037037037037
Empirical,mgxFunctions,ihmp-multiomics_seed3_fold2,3,2,179,351,NA,362,rfRFE,0.44408717375652457,0.5796296296296296,0.5833333333333333,0.7777777777777778,0.6962962962962963
Empirical,metatranscriptomics,ihmp-multiomics_seed3_fold2,3,2,131,696,NA,232,ridgeRegression,0.43145568517409066,0.4916666666666667,0.6833333333333333,0.6944444444444444,0.6222222222222222
Empirical,metatranscriptomics,ihmp-multiomics_seed3_fold2,3,2,127,526,NA,232,ridgeEnsemble,0.445536098298743,0.4817901234567901,0.7833333333333333,0.7222222222222222,0.6148148148148148
Empirical,metatranscriptomics,ihmp-multiomics_seed3_fold2,3,2,115,328,NA,232,rfRFE,0.5026027802780988,0.4950617283950618,0.7833333333333333,0.75,0.6370370370370371
Empirical,mgxTaxonomy,ihmp-multiomics_seed3_fold2,3,2,98,434,NA,131,ridgeRegression,0.507184029470579,0.4703703703703703,0.5666666666666667,0.8888888888888888,0.637037037037037
Empirical,mgxTaxonomy,ihmp-multiomics_seed3_fold2,3,2,98,333,NA,131,ridgeEnsemble,0.45010298177919816,0.5064814814814814,0.5833333333333334,0.8333333333333333,0.6666666666666666
Empirical,mgxTaxonomy,ihmp-multiomics_seed3_fold2,3,2,73,164,NA,131,rfRFE,0.4771674520906004,0.49074074074074076,0.55,0.861111111111111,0.6666666666666666
Empirical,integrated-penRegression,ihmp-multiomics_seed3_fold2,3,2,686,1390,NA,1400,penRegression,0.4233367147095205,0.5820987654320988,0.6,0.6944444444444444,0.7481481481481481
Empirical,integrated-rfe,ihmp-multiomics_seed3_fold2,3,2,354,420,NA,1400,rfe,0.4816057978805584,0.629320987654321,0.5666666666666667,0.5277777777777778,0.7333333333333333
