Scenario,data_type,Dataset,Seed,Fold,number_parts,number_ratios,comp_time,base_dims,Approach,MCC,AUC,AUC.UC_CD,AUC.nonIBD_UC,AUC.nonIBD_CD
Empirical,proteomics,ihmp-multiomics_seed18_fold2,18,2,100,673,NA,265,ridgeRegression,0.27061939399713736,0.5194444444444444,0.4,0.5714285714285714,0.4047619047619047
Empirical,proteomics,ihmp-multiomics_seed18_fold2,18,2,98,532,NA,265,ridgeEnsemble,0.37634750320013766,0.5682539682539682,0.5666666666666667,0.5714285714285714,0.44047619047619047
Empirical,proteomics,ihmp-multiomics_seed18_fold2,18,2,73,198,NA,265,rfRFE,0.21608122844200991,0.5392857142857143,0.3833333333333333,0.6,0.38095238095238093
Empirical,HILIC-neg,ihmp-multiomics_seed18_fold2,18,2,86,542,NA,114,ridgeRegression,0.49902877788691447,0.653968253968254,0.48333333333333334,0.8571428571428571,0.6071428571428571
Empirical,HILIC-neg,ihmp-multiomics_seed18_fold2,18,2,85,448,NA,114,ridgeEnsemble,0.47115606203214505,0.6384920634920634,0.4333333333333333,0.9142857142857143,0.6309523809523809
Empirical,HILIC-neg,ihmp-multiomics_seed18_fold2,18,2,78,205,NA,114,rfRFE,0.47366838273203343,0.6404761904761904,0.38333333333333336,0.9428571428571428,0.6309523809523809
Empirical,HILIC-pos,ihmp-multiomics_seed18_fold2,18,2,131,170,NA,175,ridgeRegression,0.6201869819436361,0.6198412698412699,0.7166666666666667,0.8857142857142857,0.5595238095238095
Empirical,HILIC-pos,ihmp-multiomics_seed18_fold2,18,2,116,141,NA,175,ridgeEnsemble,0.5452275319523345,0.6444444444444444,0.4666666666666667,0.9428571428571428,0.5952380952380952
Empirical,HILIC-pos,ihmp-multiomics_seed18_fold2,18,2,57,64,NA,175,rfRFE,0.48322623706749085,0.6226190476190476,0.6166666666666667,0.8285714285714285,0.6428571428571428
Empirical,mgxFunctions,ihmp-multiomics_seed18_fold2,18,2,272,1150,NA,362,ridgeRegression,0.3508337638028817,0.35992063492063486,0.4166666666666667,0.7428571428571429,0.5595238095238095
Empirical,mgxFunctions,ihmp-multiomics_seed18_fold2,18,2,265,914,NA,362,ridgeEnsemble,0.475067781975722,0.3238095238095238,0.7666666666666667,0.6571428571428571,0.6309523809523809
Empirical,mgxFunctions,ihmp-multiomics_seed18_fold2,18,2,218,490,NA,362,rfRFE,0.48946498113919745,0.32579365079365075,0.7166666666666667,0.7142857142857143,0.5714285714285714
Empirical,metatranscriptomics,ihmp-multiomics_seed18_fold2,18,2,174,1822,NA,232,ridgeRegression,0.43522682833124227,0.41309523809523807,0.7333333333333333,0.6857142857142857,0.5357142857142857
Empirical,metatranscriptomics,ihmp-multiomics_seed18_fold2,18,2,174,1462,NA,232,ridgeEnsemble,0.44376661636372905,0.4285714285714285,0.6833333333333333,0.7428571428571429,0.5238095238095238
Empirical,metatranscriptomics,ihmp-multiomics_seed18_fold2,18,2,146,445,NA,232,rfRFE,0.5536224409293843,0.4265873015873015,0.6333333333333333,0.8571428571428572,0.5119047619047619
Empirical,mgxTaxonomy,ihmp-multiomics_seed18_fold2,18,2,95,418,NA,127,ridgeRegression,0.44394463557460195,0.6170634920634921,0.48333333333333334,0.6285714285714286,0.7261904761904762
Empirical,mgxTaxonomy,ihmp-multiomics_seed18_fold2,18,2,92,340,NA,127,ridgeEnsemble,0.3989312163264615,0.6126984126984126,0.5,0.6571428571428571,0.7142857142857143
Empirical,mgxTaxonomy,ihmp-multiomics_seed18_fold2,18,2,91,385,NA,127,rfRFE,0.43960909395040976,0.5932539682539681,0.55,0.5428571428571428,0.7380952380952381
Empirical,integrated-penRegression,ihmp-multiomics_seed18_fold2,18,2,721,1759,NA,1787,penRegression,0.41594872341256783,0.5464285714285714,0.7166666666666667,0.5714285714285714,0.5476190476190476
Empirical,integrated-rfe,ihmp-multiomics_seed18_fold2,18,2,689,1509,NA,1787,rfe,0.4085088162591527,0.5769841269841269,0.7166666666666667,0.6571428571428571,0.6071428571428571
