Scenario,data_type,Dataset,Seed,Fold,number_parts,number_ratios,comp_time,base_dims,Approach,MCC,AUC,AUC.UC_CD,AUC.nonIBD_UC,AUC.nonIBD_CD
Empirical,proteomics,ihmp-multiomics_seed2_fold2,2,2,205,2284,NA,273,ridgeRegression,0.33195607531917115,0.6137566137566137,0.5357142857142857,0.5277777777777778,0.6785714285714286
Empirical,proteomics,ihmp-multiomics_seed2_fold2,2,2,204,1804,NA,273,ridgeEnsemble,0.36465164310345916,0.6144179894179894,0.5357142857142857,0.5,0.7142857142857143
Empirical,proteomics,ihmp-multiomics_seed2_fold2,2,2,199,1195,NA,273,rfRFE,0.3838629903164403,0.6183862433862434,0.5357142857142857,0.47222222222222227,0.7142857142857143
Empirical,HILIC-neg,ihmp-multiomics_seed2_fold2,2,2,44,149,NA,114,ridgeRegression,0.5758494535134111,0.6990740740740741,0.6071428571428571,0.9166666666666667,0.6785714285714286
Empirical,HILIC-neg,ihmp-multiomics_seed2_fold2,2,2,44,117,NA,114,ridgeEnsemble,0.5010353165627619,0.7354497354497354,0.5595238095238095,0.9444444444444444,0.6904761904761905
Empirical,HILIC-neg,ihmp-multiomics_seed2_fold2,2,2,39,80,NA,114,rfRFE,0.44044011245821457,0.7261904761904763,0.5595238095238095,0.8888888888888888,0.7023809523809524
Empirical,HILIC-pos,ihmp-multiomics_seed2_fold2,2,2,34,137,NA,175,ridgeRegression,0.6344954207876298,0.728174603174603,0.7142857142857143,0.9166666666666667,0.75
Empirical,HILIC-pos,ihmp-multiomics_seed2_fold2,2,2,32,105,NA,175,ridgeEnsemble,0.6235556638614494,0.7242063492063491,0.6904761904761905,0.9166666666666667,0.7023809523809523
Empirical,HILIC-pos,ihmp-multiomics_seed2_fold2,2,2,27,40,NA,175,rfRFE,0.5453787125355032,0.6937830687830688,0.7023809523809523,0.888888888888889,0.5952380952380952
Empirical,mgxFunctions,ihmp-multiomics_seed2_fold2,2,2,272,2458,NA,362,ridgeRegression,0.43054532782511334,0.6137566137566137,0.6666666666666666,0.6388888888888888,0.5238095238095238
Empirical,mgxFunctions,ihmp-multiomics_seed2_fold2,2,2,271,1965,NA,362,ridgeEnsemble,0.43296615027028124,0.6805555555555555,0.5714285714285714,0.6944444444444444,0.6309523809523809
Empirical,mgxFunctions,ihmp-multiomics_seed2_fold2,2,2,245,987,NA,362,rfRFE,0.4805095648274817,0.6911375661375662,0.5714285714285714,0.6944444444444444,0.7380952380952381
Empirical,metatranscriptomics,ihmp-multiomics_seed2_fold2,2,2,89,537,NA,236,ridgeRegression,0.3257209850185324,0.5171957671957672,0.5357142857142857,0.6944444444444444,0.6071428571428571
Empirical,metatranscriptomics,ihmp-multiomics_seed2_fold2,2,2,87,420,NA,236,ridgeEnsemble,0.3371683618510143,0.5165343915343914,0.511904761904762,0.638888888888889,0.6071428571428571
Empirical,metatranscriptomics,ihmp-multiomics_seed2_fold2,2,2,68,138,NA,236,rfRFE,0.36022685352495043,0.5284391534391535,0.4761904761904762,0.6666666666666666,0.6428571428571429
Empirical,mgxTaxonomy,ihmp-multiomics_seed2_fold2,2,2,26,54,NA,132,ridgeRegression,0.5660937701897736,0.708994708994709,0.5952380952380952,0.6944444444444444,0.7142857142857143
Empirical,mgxTaxonomy,ihmp-multiomics_seed2_fold2,2,2,25,41,NA,132,ridgeEnsemble,0.5809963916381694,0.7559523809523809,0.6428571428571428,0.8055555555555556,0.7261904761904762
Empirical,mgxTaxonomy,ihmp-multiomics_seed2_fold2,2,2,26,54,NA,132,rfRFE,0.5015921008975311,0.7453703703703703,0.6190476190476191,0.7777777777777778,0.7380952380952381
Empirical,integrated-penRegression,ihmp-multiomics_seed2_fold2,2,2,401,531,NA,2494,penRegression,0.47453655592261423,0.656084656084656,0.6428571428571429,0.6944444444444444,0.7142857142857143
Empirical,integrated-rfe,ihmp-multiomics_seed2_fold2,2,2,481,748,NA,2494,rfe,0.5724065013678716,0.7235449735449736,0.5952380952380952,0.75,0.8095238095238095
