Scenario,data_type,Dataset,Seed,Fold,number_parts,number_ratios,comp_time,base_dims,Approach,MCC,AUC,AUC.UC_CD,AUC.nonIBD_UC,AUC.nonIBD_CD
Empirical,proteomics,ihmp-multiomics_seed19_fold2,19,2,202,2029,NA,270,ridgeRegression,0.5234164271259566,0.5370833333333334,0.5125,0.725,0.74
Empirical,proteomics,ihmp-multiomics_seed19_fold2,19,2,202,1608,NA,270,ridgeEnsemble,0.5012174804745936,0.5104166666666666,0.5625,0.7125,0.73
Empirical,proteomics,ihmp-multiomics_seed19_fold2,19,2,186,746,NA,270,rfRFE,0.539574910279002,0.4741666666666667,0.625,0.7625,0.72
Empirical,HILIC-neg,ihmp-multiomics_seed19_fold2,19,2,86,427,NA,114,ridgeRegression,0.5357520579073072,0.7354166666666666,0.6375,0.825,0.65
Empirical,HILIC-neg,ihmp-multiomics_seed19_fold2,19,2,85,324,NA,114,ridgeEnsemble,0.5756683985046932,0.7562499999999999,0.6625,0.85,0.6799999999999999
Empirical,HILIC-neg,ihmp-multiomics_seed19_fold2,19,2,82,228,NA,114,rfRFE,0.6094394551626099,0.7454166666666666,0.6625,0.9,0.62
Empirical,HILIC-pos,ihmp-multiomics_seed19_fold2,19,2,98,347,NA,175,ridgeRegression,0.6738978702564553,0.7945833333333333,0.8375,0.975,0.63
Empirical,HILIC-pos,ihmp-multiomics_seed19_fold2,19,2,98,285,NA,175,ridgeEnsemble,0.6747460722511457,0.8150000000000001,0.85,0.975,0.67
Empirical,HILIC-pos,ihmp-multiomics_seed19_fold2,19,2,61,101,NA,175,rfRFE,0.6747460722511457,0.8104166666666666,0.825,0.9625,0.67
Empirical,mgxFunctions,ihmp-multiomics_seed19_fold2,19,2,268,2382,NA,358,ridgeRegression,0.4865286770652508,0.5925,0.6,0.6375,0.8
Empirical,mgxFunctions,ihmp-multiomics_seed19_fold2,19,2,267,1879,NA,358,ridgeEnsemble,0.5266529033138976,0.6191666666666666,0.6125,0.6625,0.87
Empirical,mgxFunctions,ihmp-multiomics_seed19_fold2,19,2,206,538,NA,358,rfRFE,0.49029381224160506,0.6008333333333333,0.575,0.7,0.86
Empirical,metatranscriptomics,ihmp-multiomics_seed19_fold2,19,2,172,1467,NA,230,ridgeRegression,0.4872156269977765,0.5183333333333333,0.7,0.5875,0.56
Empirical,metatranscriptomics,ihmp-multiomics_seed19_fold2,19,2,172,1180,NA,230,ridgeEnsemble,0.4954785934906616,0.55875,0.75,0.6625,0.5700000000000001
Empirical,metatranscriptomics,ihmp-multiomics_seed19_fold2,19,2,149,455,NA,230,rfRFE,0.4904520046203057,0.53375,0.7125,0.5875,0.57
Empirical,mgxTaxonomy,ihmp-multiomics_seed19_fold2,19,2,97,439,NA,129,ridgeRegression,0.5137914872157934,0.685,0.75,0.625,0.6900000000000001
Empirical,mgxTaxonomy,ihmp-multiomics_seed19_fold2,19,2,95,353,NA,129,ridgeEnsemble,0.49553290108381604,0.7220833333333332,0.8,0.6625,0.73
Empirical,mgxTaxonomy,ihmp-multiomics_seed19_fold2,19,2,82,200,NA,129,rfRFE,0.5421917860011727,0.7125,0.8,0.7,0.68
Empirical,integrated-penRegression,ihmp-multiomics_seed19_fold2,19,2,894,2220,NA,2268,penRegression,0.628916830187691,0.7316666666666666,0.7,0.6625,0.72
Empirical,integrated-rfe,ihmp-multiomics_seed19_fold2,19,2,579,856,NA,2268,rfe,0.6547002532508995,0.8175,0.8125,0.75,0.8
