Scenario,data_type,Dataset,Seed,Fold,number_parts,number_ratios,comp_time,base_dims,Approach,MCC,AUC,AUC.UC_CD,AUC.nonIBD_UC,AUC.nonIBD_CD
Empirical,proteomics,ihmp-multiomics_seed4_fold2,4,2,104,597,NA,274,ridgeRegression,0.5280237730924655,0.6972934472934473,0.782051282051282,0.6296296296296297,0.7948717948717948
Empirical,proteomics,ihmp-multiomics_seed4_fold2,4,2,102,476,NA,274,ridgeEnsemble,0.5078601271459489,0.7065527065527066,0.7435897435897436,0.6666666666666667,0.7606837606837606
Empirical,proteomics,ihmp-multiomics_seed4_fold2,4,2,73,178,NA,274,rfRFE,0.46169018644657983,0.7006172839506173,0.7307692307692308,0.6481481481481481,0.7863247863247863
Empirical,HILIC-neg,ihmp-multiomics_seed4_fold2,4,2,44,107,NA,114,ridgeRegression,0.5544192649820731,0.7875118708452042,0.5384615384615384,0.8888888888888888,0.7435897435897436
Empirical,HILIC-neg,ihmp-multiomics_seed4_fold2,4,2,41,89,NA,114,ridgeEnsemble,0.6206638644157787,0.8259734093067426,0.4871794871794872,1,0.8205128205128206
Empirical,HILIC-neg,ihmp-multiomics_seed4_fold2,4,2,25,32,NA,114,rfRFE,0.6277572195727359,0.8295346628679963,0.46153846153846156,1,0.8888888888888888
Empirical,HILIC-pos,ihmp-multiomics_seed4_fold2,4,2,131,355,NA,175,ridgeRegression,0.5257527794971235,0.7882241215574549,0.5256410256410257,0.9444444444444444,0.7606837606837608
Empirical,HILIC-pos,ihmp-multiomics_seed4_fold2,4,2,127,275,NA,175,ridgeEnsemble,0.5023318364923907,0.8076923076923077,0.46153846153846156,0.9259259259259259,0.7692307692307693
Empirical,HILIC-pos,ihmp-multiomics_seed4_fold2,4,2,71,105,NA,175,rfRFE,0.4861973177200626,0.7889363722697056,0.6025641025641026,0.8518518518518519,0.7264957264957265
Empirical,mgxFunctions,ihmp-multiomics_seed4_fold2,4,2,268,3715,NA,358,ridgeRegression,0.445441058917996,0.6369895536562202,0.7051282051282052,0.5555555555555556,0.6581196581196581
Empirical,mgxFunctions,ihmp-multiomics_seed4_fold2,4,2,267,2913,NA,358,ridgeEnsemble,0.5245421213406865,0.7286324786324787,0.7948717948717948,0.6481481481481481,0.7777777777777778
Empirical,mgxFunctions,ihmp-multiomics_seed4_fold2,4,2,224,862,NA,358,rfRFE,0.5850595270967298,0.7134377967711301,0.7692307692307693,0.5925925925925926,0.7863247863247863
Empirical,metatranscriptomics,ihmp-multiomics_seed4_fold2,4,2,85,349,NA,225,ridgeRegression,0.38376792282101424,0.5159069325735992,0.576923076923077,0.5185185185185185,0.5726495726495727
Empirical,metatranscriptomics,ihmp-multiomics_seed4_fold2,4,2,83,275,NA,225,ridgeEnsemble,0.42067300742623087,0.501661918328585,0.5897435897435898,0.5555555555555556,0.5982905982905983
Empirical,metatranscriptomics,ihmp-multiomics_seed4_fold2,4,2,57,90,NA,225,rfRFE,0.41361407045503995,0.5251661918328585,0.6923076923076923,0.6296296296296297,0.6410256410256411
Empirical,mgxTaxonomy,ihmp-multiomics_seed4_fold2,4,2,50,169,NA,132,ridgeRegression,0.504387319112537,0.7357549857549858,0.7435897435897436,0.6296296296296297,0.8034188034188035
Empirical,mgxTaxonomy,ihmp-multiomics_seed4_fold2,4,2,49,134,NA,132,ridgeEnsemble,0.5069655638809293,0.7466761633428299,0.717948717948718,0.7222222222222222,0.7692307692307693
Empirical,mgxTaxonomy,ihmp-multiomics_seed4_fold2,4,2,44,77,NA,132,rfRFE,0.5698945355634655,0.7962962962962963,0.7564102564102564,0.8703703703703703,0.7863247863247863
Empirical,integrated-penRegression,ihmp-multiomics_seed4_fold2,4,2,605,1337,NA,1344,penRegression,0.6241832442547546,0.7535612535612535,0.6282051282051282,0.8333333333333334,0.7350427350427351
Empirical,integrated-rfe,ihmp-multiomics_seed4_fold2,4,2,392,508,NA,1344,rfe,0.7533030651513266,0.8651471984805319,0.7435897435897436,1,0.7948717948717949
