Scenario,data_type,Dataset,Seed,Fold,number_parts,number_ratios,comp_time,base_dims,Approach,MCC,AUC,AUC.UC_CD,AUC.nonIBD_UC,AUC.nonIBD_CD
Empirical,proteomics,ihmp-multiomics_seed6_fold2,6,2,101,873,NA,268,ridgeRegression,0.3020820945333109,0.49079365079365067,0.6,0.6142857142857142,0.42
Empirical,proteomics,ihmp-multiomics_seed6_fold2,6,2,101,702,NA,268,ridgeEnsemble,0.263218460607969,0.5117460317460317,0.5714285714285714,0.44285714285714284,0.42666666666666664
Empirical,proteomics,ihmp-multiomics_seed6_fold2,6,2,95,577,NA,268,rfRFE,0.30799710325344754,0.5173015873015873,0.5619047619047619,0.5428571428571428,0.4066666666666667
Empirical,HILIC-neg,ihmp-multiomics_seed6_fold2,6,2,86,628,NA,114,ridgeRegression,0.4637961347902737,0.7077777777777776,0.5333333333333333,0.7285714285714285,0.8066666666666666
Empirical,HILIC-neg,ihmp-multiomics_seed6_fold2,6,2,84,505,NA,114,ridgeEnsemble,0.4632872755688154,0.6982539682539683,0.5238095238095238,0.7142857142857143,0.7666666666666667
Empirical,HILIC-neg,ihmp-multiomics_seed6_fold2,6,2,75,237,NA,114,rfRFE,0.48923816083081634,0.7112698412698412,0.5238095238095238,0.8,0.76
Empirical,HILIC-pos,ihmp-multiomics_seed6_fold2,6,2,131,215,NA,175,ridgeRegression,0.6077229834624156,0.5855555555555556,0.838095238095238,0.7571428571428571,0.5666666666666667
Empirical,HILIC-pos,ihmp-multiomics_seed6_fold2,6,2,109,158,NA,175,ridgeEnsemble,0.6104503695839302,0.593015873015873,0.8476190476190476,0.7428571428571429,0.5599999999999999
Empirical,HILIC-pos,ihmp-multiomics_seed6_fold2,6,2,55,63,NA,175,rfRFE,0.5982866447239027,0.5806349206349206,0.8095238095238095,0.6857142857142857,0.5733333333333334
Empirical,mgxFunctions,ihmp-multiomics_seed6_fold2,6,2,204,2304,NA,362,ridgeRegression,0.4980902749614001,0.3933333333333333,0.6,0.5142857142857142,0.8133333333333334
Empirical,mgxFunctions,ihmp-multiomics_seed6_fold2,6,2,203,1829,NA,362,ridgeEnsemble,0.43167524589930845,0.3666666666666666,0.6190476190476191,0.5,0.8266666666666667
Empirical,mgxFunctions,ihmp-multiomics_seed6_fold2,6,2,195,1783,NA,362,rfRFE,0.4382043551841416,0.3776190476190476,0.6,0.5285714285714286,0.8200000000000001
Empirical,metatranscriptomics,ihmp-multiomics_seed6_fold2,6,2,132,1205,NA,233,ridgeRegression,0.4187869166699334,0.4187301587301587,0.6285714285714286,0.7714285714285715,0.5066666666666666
Empirical,metatranscriptomics,ihmp-multiomics_seed6_fold2,6,2,131,975,NA,233,ridgeEnsemble,0.3721829252663356,0.38317460317460317,0.6285714285714286,0.7857142857142857,0.4666666666666666
Empirical,metatranscriptomics,ihmp-multiomics_seed6_fold2,6,2,108,280,NA,233,rfRFE,0.3125999420874656,0.3823809523809523,0.6476190476190476,0.7857142857142857,0.43333333333333335
Empirical,mgxTaxonomy,ihmp-multiomics_seed6_fold2,6,2,98,501,NA,131,ridgeRegression,0.3147894958116355,0.5130158730158729,0.638095238095238,0.5285714285714286,0.5333333333333333
Empirical,mgxTaxonomy,ihmp-multiomics_seed6_fold2,6,2,98,409,NA,131,ridgeEnsemble,0.3401005162733365,0.47587301587301584,0.638095238095238,0.6285714285714286,0.48666666666666664
Empirical,mgxTaxonomy,ihmp-multiomics_seed6_fold2,6,2,97,423,NA,131,rfRFE,0.33060206367528894,0.48238095238095235,0.6190476190476191,0.6285714285714286,0.48
Empirical,integrated-penRegression,ihmp-multiomics_seed6_fold2,6,2,780,3216,NA,3363,penRegression,0.4468899800397336,0.42222222222222217,0.8285714285714285,0.5142857142857142,0.6866666666666666
Empirical,integrated-rfe,ihmp-multiomics_seed6_fold2,6,2,534,1009,NA,3363,rfe,0.6799296898614934,0.5326984126984127,0.8857142857142857,0.9142857142857143,0.7
