Scenario,data_type,Dataset,Seed,Fold,number_parts,number_ratios,comp_time,base_dims,Approach,MCC,AUC,AUC.UC_CD,AUC.nonIBD_UC,AUC.nonIBD_CD
Empirical,proteomics,ihmp-multiomics_seed5_fold2,5,2,152,1615,NA,269,ridgeRegression,0.3405497039829208,0.5820578231292517,0.5357142857142857,0.44897959183673464,0.7232142857142857
Empirical,proteomics,ihmp-multiomics_seed5_fold2,5,2,152,1318,NA,269,ridgeEnsemble,0.4328712810503766,0.572704081632653,0.5535714285714286,0.6530612244897959,0.75
Empirical,proteomics,ihmp-multiomics_seed5_fold2,5,2,133,475,NA,269,rfRFE,0.3641575030708781,0.5903486394557822,0.5,0.40816326530612246,0.7767857142857143
Empirical,HILIC-neg,ihmp-multiomics_seed5_fold2,5,2,22,54,NA,114,ridgeRegression,0.5931727980681882,0.7638180272108843,0.7053571428571428,0.8571428571428571,0.7946428571428571
Empirical,HILIC-neg,ihmp-multiomics_seed5_fold2,5,2,22,43,NA,114,ridgeEnsemble,0.604227174368461,0.7631802721088434,0.7053571428571428,0.8775510204081632,0.7767857142857143
Empirical,HILIC-neg,ihmp-multiomics_seed5_fold2,5,2,18,24,NA,114,rfRFE,0.582625189062747,0.7514880952380951,0.7142857142857143,0.8775510204081632,0.7678571428571429
Empirical,HILIC-pos,ihmp-multiomics_seed5_fold2,5,2,34,53,NA,175,ridgeRegression,0.49137514327549836,0.7374574829931972,0.7142857142857143,0.8979591836734694,0.5982142857142857
Empirical,HILIC-pos,ihmp-multiomics_seed5_fold2,5,2,31,45,NA,175,ridgeEnsemble,0.5942874232501657,0.7689200680272108,0.7767857142857143,0.9795918367346939,0.625
Empirical,HILIC-pos,ihmp-multiomics_seed5_fold2,5,2,16,15,NA,175,rfRFE,0.5428226598453346,0.7793367346938775,0.8214285714285714,0.9795918367346939,0.4464285714285714
Empirical,mgxFunctions,ihmp-multiomics_seed5_fold2,5,2,202,837,NA,359,ridgeRegression,0.3654952942761638,0.436437074829932,0.6071428571428571,0.5918367346938775,0.7321428571428571
Empirical,mgxFunctions,ihmp-multiomics_seed5_fold2,5,2,197,618,NA,359,ridgeEnsemble,0.4068219865249154,0.4549319727891157,0.6071428571428571,0.5510204081632654,0.6607142857142857
Empirical,mgxFunctions,ihmp-multiomics_seed5_fold2,5,2,109,185,NA,359,rfRFE,0.3654952942761638,0.4200680272108843,0.5,0.5714285714285714,0.6428571428571428
Empirical,metatranscriptomics,ihmp-multiomics_seed5_fold2,5,2,174,1417,NA,232,ridgeRegression,0.33648967866459634,0.42517006802721086,0.5267857142857143,0.5918367346938775,0.625
Empirical,metatranscriptomics,ihmp-multiomics_seed5_fold2,5,2,173,1114,NA,232,ridgeEnsemble,0.4067181215533993,0.4296343537414966,0.46428571428571425,0.6122448979591837,0.6071428571428571
Empirical,metatranscriptomics,ihmp-multiomics_seed5_fold2,5,2,131,352,NA,232,rfRFE,0.34746504681091284,0.42772108843537415,0.5535714285714286,0.5918367346938775,0.5803571428571428
Empirical,mgxTaxonomy,ihmp-multiomics_seed5_fold2,5,2,96,835,NA,128,ridgeRegression,0.3275657665917534,0.4740646258503401,0.6160714285714286,0.4693877551020408,0.5892857142857143
Empirical,mgxTaxonomy,ihmp-multiomics_seed5_fold2,5,2,95,671,NA,128,ridgeEnsemble,0.39192738510167696,0.4602465986394558,0.6875,0.5306122448979591,0.5714285714285714
Empirical,mgxTaxonomy,ihmp-multiomics_seed5_fold2,5,2,82,250,NA,128,rfRFE,0.4537630115255644,0.4506802721088435,0.7321428571428572,0.5510204081632653,0.6160714285714285
Empirical,integrated-penRegression,ihmp-multiomics_seed5_fold2,5,2,572,1280,NA,1301,penRegression,0.23056578102209438,0.5121173469387754,0.5089285714285714,0.5306122448979592,0.5089285714285714
Empirical,integrated-rfe,ihmp-multiomics_seed5_fold2,5,2,343,491,NA,1301,rfe,0.39612475133541764,0.609906462585034,0.5178571428571429,0.9387755102040816,0.5
