Scenario,data_type,Dataset,Seed,Fold,number_parts,number_ratios,comp_time,base_dims,Approach,MCC,AUC,AUC.UC_CD,AUC.nonIBD_UC,AUC.nonIBD_CD
Empirical,proteomics,ihmp-multiomics_seed13_fold2,13,2,150,1436,NA,267,ridgeRegression,0.46377984465397654,0.5722222222222222,0.7333333333333334,0.6111111111111112,0.725925925925926
Empirical,proteomics,ihmp-multiomics_seed13_fold2,13,2,149,1142,NA,267,ridgeEnsemble,0.47131834134220285,0.5506172839506173,0.6833333333333333,0.6111111111111112,0.7259259259259259
Empirical,proteomics,ihmp-multiomics_seed13_fold2,13,2,140,650,NA,267,rfRFE,0.4371372687095492,0.5858024691358025,0.6833333333333333,0.6388888888888888,0.7555555555555555
Empirical,HILIC-neg,ihmp-multiomics_seed13_fold2,13,2,86,488,NA,114,ridgeRegression,0.5481858227517123,0.758641975308642,0.7166666666666667,0.9722222222222222,0.6814814814814815
Empirical,HILIC-neg,ihmp-multiomics_seed13_fold2,13,2,86,394,NA,114,ridgeEnsemble,0.6004278085145232,0.7481481481481481,0.7,1,0.674074074074074
Empirical,HILIC-neg,ihmp-multiomics_seed13_fold2,13,2,84,260,NA,114,rfRFE,0.5579958293508577,0.7358024691358024,0.6666666666666666,0.9722222222222222,0.6518518518518518
Empirical,HILIC-pos,ihmp-multiomics_seed13_fold2,13,2,98,286,NA,175,ridgeRegression,0.5416551401708307,0.7234567901234568,0.7833333333333333,0.8333333333333333,0.7185185185185186
Empirical,HILIC-pos,ihmp-multiomics_seed13_fold2,13,2,95,222,NA,175,ridgeEnsemble,0.6605209840616294,0.7552469135802469,0.8333333333333334,0.9444444444444444,0.6814814814814816
Empirical,HILIC-pos,ihmp-multiomics_seed13_fold2,13,2,60,84,NA,175,rfRFE,0.558882305015466,0.7425925925925926,0.8,0.8888888888888888,0.6518518518518519
Empirical,mgxFunctions,ihmp-multiomics_seed13_fold2,13,2,268,2352,NA,357,ridgeRegression,0.36958792727256956,0.5712962962962962,0.5333333333333333,0.6111111111111112,0.6888888888888889
Empirical,mgxFunctions,ihmp-multiomics_seed13_fold2,13,2,267,1881,NA,357,ridgeEnsemble,0.26361642572793287,0.5518518518518518,0.4666666666666667,0.33333333333333337,0.6444444444444445
Empirical,mgxFunctions,ihmp-multiomics_seed13_fold2,13,2,228,653,NA,357,rfRFE,0.3834702838293805,0.5660493827160493,0.5333333333333333,0.6388888888888888,0.6592592592592592
Empirical,metatranscriptomics,ihmp-multiomics_seed13_fold2,13,2,129,806,NA,229,ridgeRegression,0.35217635657313184,0.6564814814814814,0.6,0.5277777777777778,0.7037037037037037
Empirical,metatranscriptomics,ihmp-multiomics_seed13_fold2,13,2,129,634,NA,229,ridgeEnsemble,0.4472650870698965,0.6901234567901234,0.6166666666666667,0.6666666666666666,0.7037037037037037
Empirical,metatranscriptomics,ihmp-multiomics_seed13_fold2,13,2,116,379,NA,229,rfRFE,0.33709343153591087,0.6635802469135803,0.6,0.5833333333333334,0.674074074074074
Empirical,mgxTaxonomy,ihmp-multiomics_seed13_fold2,13,2,99,422,NA,132,ridgeRegression,0.5005412463552524,0.6833333333333332,0.9333333333333333,0.41666666666666663,0.8296296296296296
Empirical,mgxTaxonomy,ihmp-multiomics_seed13_fold2,13,2,96,340,NA,132,ridgeEnsemble,0.5319443839305671,0.7,0.9166666666666666,0.4444444444444444,0.8444444444444444
Empirical,mgxTaxonomy,ihmp-multiomics_seed13_fold2,13,2,88,225,NA,132,rfRFE,0.5679379163063845,0.6481481481481481,0.9166666666666666,0.611111111111111,0.8518518518518519
Empirical,integrated-penRegression,ihmp-multiomics_seed13_fold2,13,2,822,2218,NA,2251,penRegression,0.503439712676437,0.6876543209876542,0.7,0.6666666666666666,0.6814814814814815
Empirical,integrated-rfe,ihmp-multiomics_seed13_fold2,13,2,460,675,NA,2251,rfe,0.54916303096284,0.7904320987654321,0.75,0.8055555555555556,0.7777777777777778
