Scenario,data_type,Dataset,Seed,Fold,number_parts,number_ratios,comp_time,base_dims,Approach,MCC,AUC,AUC.UC_CD,AUC.nonIBD_UC,AUC.nonIBD_CD
Empirical,proteomics,ihmp-multiomics_seed14_fold2,14,2,208,1848,NA,278,ridgeRegression,0.37149688973309175,0.43601190476190477,0.55,0.5714285714285714,0.5982142857142857
Empirical,proteomics,ihmp-multiomics_seed14_fold2,14,2,203,1445,NA,278,ridgeEnsemble,0.33188770532157424,0.46875,0.5375,0.4857142857142857,0.6071428571428571
Empirical,proteomics,ihmp-multiomics_seed14_fold2,14,2,189,828,NA,278,rfRFE,0.32170171609207443,0.4663690476190476,0.4625,0.48571428571428565,0.6160714285714286
Empirical,HILIC-neg,ihmp-multiomics_seed14_fold2,14,2,22,60,NA,114,ridgeRegression,0.5354910715973493,0.6196428571428572,0.725,0.7999999999999999,0.8035714285714286
Empirical,HILIC-neg,ihmp-multiomics_seed14_fold2,14,2,22,42,NA,114,ridgeEnsemble,0.4900999519649528,0.6616071428571428,0.625,0.8285714285714285,0.8482142857142857
Empirical,HILIC-neg,ihmp-multiomics_seed14_fold2,14,2,13,18,NA,114,rfRFE,0.48965962416224024,0.6208333333333332,0.675,0.7428571428571428,0.7767857142857143
Empirical,HILIC-pos,ihmp-multiomics_seed14_fold2,14,2,131,311,NA,175,ridgeRegression,0.5776446916848501,0.6139880952380953,0.7125,0.9142857142857143,0.7946428571428572
Empirical,HILIC-pos,ihmp-multiomics_seed14_fold2,14,2,127,256,NA,175,ridgeEnsemble,0.5632299243073611,0.6235119047619047,0.6875,0.8857142857142857,0.7678571428571429
Empirical,HILIC-pos,ihmp-multiomics_seed14_fold2,14,2,96,164,NA,175,rfRFE,0.5345153680388903,0.6190476190476191,0.675,0.8857142857142857,0.7767857142857143
Empirical,mgxFunctions,ihmp-multiomics_seed14_fold2,14,2,204,1493,NA,362,ridgeRegression,0.32116774304548373,0.525892857142857,0.6125,0.5714285714285714,0.5267857142857142
Empirical,mgxFunctions,ihmp-multiomics_seed14_fold2,14,2,204,1191,NA,362,ridgeEnsemble,0.2608483528198553,0.5482142857142857,0.425,0.5142857142857142,0.5357142857142857
Empirical,mgxFunctions,ihmp-multiomics_seed14_fold2,14,2,185,951,NA,362,rfRFE,0.2497667548520825,0.5389880952380951,0.425,0.5428571428571428,0.4821428571428571
Empirical,metatranscriptomics,ihmp-multiomics_seed14_fold2,14,2,126,884,NA,223,ridgeRegression,0.45062604290259745,0.47410714285714284,0.775,0.7142857142857143,0.6071428571428571
Empirical,metatranscriptomics,ihmp-multiomics_seed14_fold2,14,2,125,692,NA,223,ridgeEnsemble,0.4329012094832709,0.5363095238095237,0.7375,0.6857142857142857,0.5982142857142857
Empirical,metatranscriptomics,ihmp-multiomics_seed14_fold2,14,2,95,222,NA,223,rfRFE,0.45142017284056807,0.5732142857142857,0.75,0.6571428571428571,0.6607142857142857
Empirical,mgxTaxonomy,ihmp-multiomics_seed14_fold2,14,2,98,640,NA,131,ridgeRegression,0.315222550300681,0.44166666666666665,0.475,0.45714285714285713,0.625
Empirical,mgxTaxonomy,ihmp-multiomics_seed14_fold2,14,2,98,516,NA,131,ridgeEnsemble,0.41436823388124006,0.5023809523809524,0.525,0.6571428571428571,0.6339285714285714
Empirical,mgxTaxonomy,ihmp-multiomics_seed14_fold2,14,2,94,341,NA,131,rfRFE,0.30836404963075226,0.4672619047619047,0.525,0.6,0.625
Empirical,integrated-penRegression,ihmp-multiomics_seed14_fold2,14,2,823,2413,NA,2524,penRegression,0.35791495175785887,0.49494047619047615,0.48750000000000004,0.5142857142857142,0.6071428571428571
Empirical,integrated-rfe,ihmp-multiomics_seed14_fold2,14,2,489,757,NA,2524,rfe,0.4570739793494905,0.6220238095238095,0.6375,0.7714285714285715,0.7857142857142857
