Scenario,data_type,Dataset,Seed,Fold,number_parts,number_ratios,comp_time,base_dims,Approach,MCC,AUC,AUC.UC_CD,AUC.nonIBD_UC,AUC.nonIBD_CD
Empirical,proteomics,ihmp-multiomics_seed17_fold2,17,2,154,1133,NA,273,ridgeRegression,0.23712261428769857,0.5493197278911565,0.49999999999999994,0.5238095238095238,0.40476190476190477
Empirical,proteomics,ihmp-multiomics_seed17_fold2,17,2,153,903,NA,273,ridgeEnsemble,0.4075328138427874,0.5789871504157218,0.5408163265306123,0.5238095238095238,0.6428571428571428
Empirical,proteomics,ihmp-multiomics_seed17_fold2,17,2,137,511,NA,273,rfRFE,0.29650618310929533,0.5820105820105819,0.5408163265306122,0.49206349206349204,0.626984126984127
Empirical,HILIC-neg,ihmp-multiomics_seed17_fold2,17,2,86,380,NA,114,ridgeRegression,0.6736743393070619,0.7804232804232802,0.6326530612244897,0.8888888888888888,0.8492063492063492
Empirical,HILIC-neg,ihmp-multiomics_seed17_fold2,17,2,86,316,NA,114,ridgeEnsemble,0.5180049554170687,0.7583144368858653,0.673469387755102,0.8095238095238095,0.8174603174603174
Empirical,HILIC-neg,ihmp-multiomics_seed17_fold2,17,2,65,114,NA,114,rfRFE,0.5244799287034481,0.7498110355253212,0.673469387755102,0.8095238095238095,0.7936507936507936
Empirical,HILIC-pos,ihmp-multiomics_seed17_fold2,17,2,131,309,NA,175,ridgeRegression,0.8028881747556282,0.8512849584278156,0.8163265306122449,1,0.9047619047619048
Empirical,HILIC-pos,ihmp-multiomics_seed17_fold2,17,2,123,251,NA,175,ridgeEnsemble,0.7822790324998125,0.8475056689342404,0.8265306122448979,1,0.873015873015873
Empirical,HILIC-pos,ihmp-multiomics_seed17_fold2,17,2,58,91,NA,175,rfRFE,0.6701945534148296,0.8187830687830688,0.8367346938775511,0.9841269841269842,0.7698412698412698
Empirical,mgxFunctions,ihmp-multiomics_seed17_fold2,17,2,271,2325,NA,361,ridgeRegression,0.27683882369492774,0.5474300831443688,0.5306122448979591,0.5396825396825397,0.5
Empirical,mgxFunctions,ihmp-multiomics_seed17_fold2,17,2,271,1828,NA,361,ridgeEnsemble,0.30958785617824647,0.6077097505668934,0.5510204081632654,0.6190476190476191,0.5714285714285714
Empirical,mgxFunctions,ihmp-multiomics_seed17_fold2,17,2,207,544,NA,361,rfRFE,0.32532816231240347,0.6109221466364323,0.5612244897959183,0.5714285714285714,0.40476190476190477
Empirical,metatranscriptomics,ihmp-multiomics_seed17_fold2,17,2,175,1035,NA,233,ridgeRegression,0.41422149778429507,0.5578231292517006,0.520408163265306,0.6507936507936508,0.753968253968254
Empirical,metatranscriptomics,ihmp-multiomics_seed17_fold2,17,2,171,828,NA,233,ridgeEnsemble,0.39088395592681163,0.5580120937263794,0.5102040816326531,0.6031746031746031,0.6825396825396826
Empirical,metatranscriptomics,ihmp-multiomics_seed17_fold2,17,2,119,255,NA,233,rfRFE,0.36650063358936463,0.5704837490551775,0.5306122448979591,0.5555555555555556,0.6507936507936508
Empirical,mgxTaxonomy,ihmp-multiomics_seed17_fold2,17,2,98,662,NA,131,ridgeRegression,0.4895005835666605,0.5500755857898715,0.6020408163265306,0.6507936507936508,0.6507936507936508
Empirical,mgxTaxonomy,ihmp-multiomics_seed17_fold2,17,2,95,524,NA,131,ridgeEnsemble,0.4241263120767178,0.565381708238851,0.5918367346938775,0.6031746031746031,0.6587301587301587
Empirical,mgxTaxonomy,ihmp-multiomics_seed17_fold2,17,2,90,353,NA,131,rfRFE,0.5440657840326153,0.5610355253212396,0.6122448979591837,0.6825396825396826,0.6746031746031745
Empirical,integrated-penRegression,ihmp-multiomics_seed17_fold2,17,2,795,1832,NA,1868,penRegression,0.3942339014037925,0.5929705215419501,0.5510204081632654,0.5714285714285714,0.6587301587301587
Empirical,integrated-rfe,ihmp-multiomics_seed17_fold2,17,2,507,705,NA,1868,rfe,0.4727579150446654,0.7044595616024187,0.6632653061224489,0.746031746031746,0.6428571428571429
