Scenario,data_type,Dataset,Seed,Fold,number_parts,number_ratios,comp_time,base_dims,Approach,MCC,AUC,AUC.UC_CD,AUC.nonIBD_UC,AUC.nonIBD_CD
Empirical,proteomics,ihmp-multiomics_seed10_fold2,10,2,106,718,NA,280,ridgeRegression,0.3702115293230039,0.6138392857142857,0.6607142857142857,0.53125,0.6964285714285714
Empirical,proteomics,ihmp-multiomics_seed10_fold2,10,2,105,581,NA,280,ridgeEnsemble,0.434037355069536,0.5788690476190476,0.5892857142857143,0.625,0.6964285714285714
Empirical,proteomics,ihmp-multiomics_seed10_fold2,10,2,81,211,NA,280,rfRFE,0.32238439646862427,0.5870535714285714,0.5357142857142857,0.46875,0.6785714285714286
Empirical,HILIC-neg,ihmp-multiomics_seed10_fold2,10,2,86,497,NA,114,ridgeRegression,0.40372672431693474,0.6815476190476188,0.5535714285714286,0.75,0.5803571428571429
Empirical,HILIC-neg,ihmp-multiomics_seed10_fold2,10,2,85,398,NA,114,ridgeEnsemble,0.4668871958537483,0.7224702380952381,0.4642857142857143,0.875,0.6160714285714286
Empirical,HILIC-neg,ihmp-multiomics_seed10_fold2,10,2,84,226,NA,114,rfRFE,0.4979059512285148,0.7299107142857142,0.5178571428571429,0.90625,0.6160714285714286
Empirical,HILIC-pos,ihmp-multiomics_seed10_fold2,10,2,66,246,NA,175,ridgeRegression,0.5477728332553078,0.6316964285714286,0.7142857142857143,0.96875,0.625
Empirical,HILIC-pos,ihmp-multiomics_seed10_fold2,10,2,65,198,NA,175,ridgeEnsemble,0.535058446550413,0.6279761904761905,0.6785714285714286,0.9375,0.625
Empirical,HILIC-pos,ihmp-multiomics_seed10_fold2,10,2,55,111,NA,175,rfRFE,0.5802843384313954,0.6257440476190476,0.6607142857142857,0.9375,0.6428571428571429
Empirical,mgxFunctions,ihmp-multiomics_seed10_fold2,10,2,69,291,NA,362,ridgeRegression,0.33416981992300787,0.484375,0.4107142857142857,0.65625,0.5803571428571428
Empirical,mgxFunctions,ihmp-multiomics_seed10_fold2,10,2,67,236,NA,362,ridgeEnsemble,0.353068027673937,0.484375,0.4642857142857143,0.625,0.5803571428571428
Empirical,mgxFunctions,ihmp-multiomics_seed10_fold2,10,2,45,73,NA,362,rfRFE,0.28265782355229196,0.46949404761904756,0.5357142857142857,0.6875,0.5803571428571429
Empirical,metatranscriptomics,ihmp-multiomics_seed10_fold2,10,2,175,1633,NA,233,ridgeRegression,0.32082659624295573,0.42261904761904756,0.7142857142857143,0.4375,0.6339285714285715
Empirical,metatranscriptomics,ihmp-multiomics_seed10_fold2,10,2,174,1298,NA,233,ridgeEnsemble,0.31983843857321326,0.41592261904761907,0.6964285714285714,0.40625,0.5892857142857143
Empirical,metatranscriptomics,ihmp-multiomics_seed10_fold2,10,2,159,635,NA,233,rfRFE,0.31983843857321326,0.3988095238095238,0.6964285714285714,0.375,0.6160714285714286
Empirical,mgxTaxonomy,ihmp-multiomics_seed10_fold2,10,2,100,465,NA,133,ridgeRegression,0.6378100328417139,0.6488095238095237,0.7678571428571428,0.65625,0.7053571428571428
Empirical,mgxTaxonomy,ihmp-multiomics_seed10_fold2,10,2,97,372,NA,133,ridgeEnsemble,0.6761523381948479,0.6674107142857142,0.7857142857142857,0.59375,0.7232142857142857
Empirical,mgxTaxonomy,ihmp-multiomics_seed10_fold2,10,2,71,140,NA,133,rfRFE,0.5072075106536215,0.6354166666666666,0.7142857142857143,0.53125,0.7321428571428571
Empirical,integrated-penRegression,ihmp-multiomics_seed10_fold2,10,2,617,1377,NA,1396,penRegression,0.372033683045223,0.6361607142857142,0.5178571428571429,0.625,0.5535714285714286
Empirical,integrated-rfe,ihmp-multiomics_seed10_fold2,10,2,370,528,NA,1396,rfe,0.36007078443055746,0.6517857142857142,0.5357142857142857,0.6875,0.5446428571428572
