Scenario,data_type,Dataset,Seed,Fold,number_parts,number_ratios,comp_time,base_dims,Approach,MCC,AUC,AUC.UC_CD,AUC.nonIBD_UC,AUC.nonIBD_CD
Empirical,proteomics,ihmp-multiomics_seed9_fold2,9,2,103,1186,NA,273,ridgeRegression,0.30315114156190626,0.4728937728937728,0.6043956043956045,0.5428571428571428,0.5
Empirical,proteomics,ihmp-multiomics_seed9_fold2,9,2,103,948,NA,273,ridgeEnsemble,0.32636437817226444,0.49413919413919416,0.5274725274725275,0.6142857142857142,0.5230769230769231
Empirical,proteomics,ihmp-multiomics_seed9_fold2,9,2,95,426,NA,273,rfRFE,0.3010751244372324,0.50366300366300365,0.5274725274725275,0.5714285714285714,0.49230769230769234
Empirical,HILIC-neg,ihmp-multiomics_seed9_fold2,9,2,65,283,NA,114,ridgeRegression,0.45851587830284546,0.6569597069597068,0.5164835164835165,0.8714285714285714,0.5153846153846154
Empirical,HILIC-neg,ihmp-multiomics_seed9_fold2,9,2,64,228,NA,114,ridgeEnsemble,0.410058864694141,0.6463369963369963,0.4615384615384615,0.8714285714285714,0.5076923076923077
Empirical,HILIC-neg,ihmp-multiomics_seed9_fold2,9,2,53,107,NA,114,rfRFE,0.4974159344209675,0.6347985347985348,0.6153846153846154,0.8571428571428571,0.5153846153846154
Empirical,HILIC-pos,ihmp-multiomics_seed9_fold2,9,2,131,219,NA,175,ridgeRegression,0.5011430253909208,0.7195970695970697,0.46153846153846156,0.9571428571428571,0.5461538461538461
Empirical,HILIC-pos,ihmp-multiomics_seed9_fold2,9,2,117,184,NA,175,ridgeEnsemble,0.5139807382217044,0.6917582417582417,0.5824175824175825,0.9285714285714286,0.5384615384615384
Empirical,HILIC-pos,ihmp-multiomics_seed9_fold2,9,2,50,65,NA,175,rfRFE,0.38936701724830247,0.6842490842490841,0.37362637362637363,0.8857142857142857,0.5615384615384615
Empirical,mgxFunctions,ihmp-multiomics_seed9_fold2,9,2,271,5387,NA,361,ridgeRegression,0.3309209588805423,0.5241758241758241,0.7142857142857143,0.45714285714285713,0.49230769230769234
Empirical,mgxFunctions,ihmp-multiomics_seed9_fold2,9,2,270,4297,NA,361,ridgeEnsemble,0.29055600633806133,0.5095238095238095,0.6483516483516484,0.5142857142857142,0.5307692307692308
Empirical,mgxFunctions,ihmp-multiomics_seed9_fold2,9,2,246,1181,NA,361,rfRFE,0.4114840847443149,0.5525641025641025,0.6703296703296704,0.7285714285714285,0.5384615384615384
Empirical,metatranscriptomics,ihmp-multiomics_seed9_fold2,9,2,85,268,NA,225,ridgeRegression,0.4515362437957499,0.5512820512820513,0.6153846153846154,0.7142857142857143,0.5615384615384615
Empirical,metatranscriptomics,ihmp-multiomics_seed9_fold2,9,2,82,212,NA,225,ridgeEnsemble,0.4636348263145828,0.582051282051282,0.7362637362637363,0.7285714285714285,0.5538461538461539
Empirical,metatranscriptomics,ihmp-multiomics_seed9_fold2,9,2,64,112,NA,225,rfRFE,0.38220233784547525,0.5628205128205128,0.6703296703296703,0.7142857142857143,0.5384615384615384
Empirical,mgxTaxonomy,ihmp-multiomics_seed9_fold2,9,2,100,628,NA,134,ridgeRegression,0.4979179739348877,0.5809523809523809,0.6593406593406593,0.8142857142857143,0.5923076923076923
Empirical,mgxTaxonomy,ihmp-multiomics_seed9_fold2,9,2,100,502,NA,134,ridgeEnsemble,0.4650508640287787,0.592124542124542,0.6373626373626374,0.7857142857142857,0.576923076923077
Empirical,mgxTaxonomy,ihmp-multiomics_seed9_fold2,9,2,92,286,NA,134,rfRFE,0.5022279848226451,0.5783882783882783,0.6153846153846154,0.7428571428571429,0.5615384615384615
Empirical,integrated-penRegression,ihmp-multiomics_seed9_fold2,9,2,747,2136,NA,2177,penRegression,0.4927806245046624,0.5996336996336995,0.5604395604395604,0.8857142857142857,0.5615384615384615
Empirical,integrated-rfe,ihmp-multiomics_seed9_fold2,9,2,561,992,NA,2177,rfe,0.5121273061088493,0.6353479853479853,0.6043956043956045,0.9142857142857143,0.5615384615384615
