Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,SELBAL,0.7750653879686138,NA,16,1,292.76700000000005,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,CLR-LASSO,0.8271578029642546,NA,31,31,2.3979999999999677,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,Coda-LASSO,0.8292284219703574,NA,45,1,391.8960000000001,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,ALR-GLMNET,0.8849171752397559,NA,135,134,30.662000000000035,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,ALR-LASSO,0.8405623365300785,NA,48,47,30.662000000000035,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,glmnet4,0.8710767218831735,0.8788142981691369,153,4776,30.662000000000035,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,pls2,0.9024629468177855,0.8905841325196164,153,4776,30.662000000000035,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,ranger1,0.8905841325196164,0.8875326939843069,153,4776,30.662000000000035,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,rangerE5,0.8873147340889277,0.8987576285963383,153,4776,30.662000000000035,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,svmRadial3,0.8921098517872711,0.8958151700087185,153,4776,30.662000000000035,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,DCV-ridgeRegression,0.8973408892763731,0.8960331299040977,153,4776,30.662000000000035,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,DCV-ridgeEnsemble,0.8946163905841326,0.9008282476024412,153,4776,30.662000000000035,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,1,DCV,0.8946163905841326,0.9008282476024412,153,4776,30.662000000000035,204
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,SELBAL,0.7413905841325197,NA,5,1,255.0899999999997,211
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,CLR-LASSO,0.9056233653007847,NA,53,53,0.8279999999999745,211
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,Coda-LASSO,0.9105274629468177,NA,66,1,396.6999999999998,211
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,ALR-GLMNET,0.9255666957279861,NA,111,110,31.06999999999971,211
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,ALR-LASSO,0.912489102005231,NA,40,39,31.07499999999971,211
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,glmnet4,0.8924367916303401,0.8328247602441151,128,3516,31.06999999999971,211
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,pls2,0.8994115082824761,0.865954664341761,128,3516,31.06999999999971,211
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,ranger1,0.8916194420226679,0.8811028770706191,128,3516,31.06999999999971,211
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,rangerE5,0.9095466434176112,0.8764167393199651,128,3516,31.06999999999971,211
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,svmRadial3,0.9070401046207498,0.8415431560592851,128,3516,31.06999999999971,211
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,DCV-ridgeRegression,0.9087837837837838,0.8452484742807324,128,3516,31.06999999999971,211
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,DCV-ridgeEnsemble,0.9099825632083697,0.865954664341761,128,3516,31.06999999999971,211
Empirical,cmg_NielsenHB-2014_ibd_seed5,5,2,DCV,0.8916194420226679,0.8811028770706191,128,3516,31.06999999999971,211
